Director_id,Director_Name,Show_ID,Show_type,Show_Name,release_year,Rating,duration,Genre_name,description,Genre_ID,Actor_name,Actor_id,Rating_id,Source,year_of_award,Awards_id,Award_name
158,Tim Burton,162,Movie,Mars Attacks!,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy","As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",162,Bord Tillard,1853,162,Cartwright and Sons,2001,1005,Best Screenplay
160,,523,TV Show,Larva,2015,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,523,Adelice Heningham,1240,523,"Schroeder, Gutkowski and Green",1990,742,Best Movie
162,,249,TV Show,The Chair,2021,TV-MA,1 Season,"TV Comedies, TV Dramas","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",249,Jesse Edgeson,1795,249,Dicki LLC,1993,109,Best Song
166,,194,TV Show,D.P.,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.,194,Ally Rudall,706,194,"Wehner, Morissette and Schinner",1998,993,Best Actress
167,,591,TV Show,Sailor Moon Crystal,2016,TV-Y7,3 Seasons,"Anime Series, Kids' TV","Middle schooler Usagi Tsukino and her friends learn that they have the power to transform into Sailor Guardians, protecting the world from darkness.",591,Cora Rooney,1282,591,"Will, Abernathy and Langosh",1993,1349,Best Album
177,Peter Segal,181,Movie,The Nutty Professor II: The Klumps,2000,PG-13,107 min,"Comedies, Romantic Movies","After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",181,Nealson Neath,1698,181,"Witting, Leuschke and Kulas",2011,344,Best Song
181,"Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar",588,TV Show,Quarantine Tales,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","Traversing genres, five separate stories offer unique, whimsical and thought-provoking takes on life during the pandemic in 2020.",588,Felicio Laughnan,1790,588,Turner Inc,2005,1394,Best Actress
182,,310,TV Show,Car Masters: Rust to Riches,2021,TV-PG,3 Seasons,Reality TV,"The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",310,Horatius Stuart,1546,310,Huels Group,2000,627,Best Song
188,Hideaki Takizawa,295,Movie,Takizawa Kabuki ZERO 2020 The Movie,2020,TV-PG,139 min,"International Movies, Music & Musicals","Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man.",295,Reta Akram,234,295,"Bashirian, Buckridge and Gleason",1993,460,Best Movie
191,Jane Campion,268,Movie,The Piano,1993,R,121 min,"Classic Movies, Dramas, Independent Movies","With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her.",268,Georgetta Dinsale,678,268,Auer and Sons,1990,394,Best Album
192,Ramsey Nouah,555,Movie,RattleSnake - The Ahanna Story,2020,TV-MA,136 min,"Dramas, International Movies, Thrillers","In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.",555,Patty Scoble,1836,555,Beier-Morissette,1994,1419,Best Actress
202,Greg Berlanti,576,Movie,Life as We Know It,2010,PG-13,115 min,"Comedies, Dramas, Romantic Movies","Holly and Eric discover reciprocal hatred during their first date, but must put their feelings aside after becoming guardians of their friends' baby.",576,Jenny Orpwood,893,576,Kling-Cremin,1994,194,Best Screenplay
206,Steven Spielberg,330,Movie,Catch Me If You Can,2002,PG-13,142 min,Dramas,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",330,Rowland Gewer,1346,330,Kuphal-Hermann,2009,1258,Best Song
209,Hsu Fu-chun,317,TV Show,Office Girls,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.",317,Denney McEwen,622,317,Harber-Cruickshank,1994,556,Best Actor
213,Veronica Velasco,251,Movie,A Faraway Land,2020,TV-PG,102 min,"Dramas, International Movies, Romantic Movies","In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.",251,Jo Osgodby,894,251,Hansen and Sons,1997,883,Best Actor
214,Jay Roach,563,Movie,Austin Powers: International Man of Mystery,1997,PG-13,90 min,Comedies,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.",563,Olympe Deakin,1393,563,Reinger LLC,2008,170,Best Song
216,Brad Anderson,358,Movie,The Machinist,2004,R,102 min,"Dramas, Independent Movies, Thrillers","Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events.",358,Olive Rodder,1411,358,"Jacobson, Jones and Nitzsche",2006,452,Critical recognition
226,Antoine Fuqua,49,Movie,Training Day,2001,R,122 min,"Dramas, Thrillers",A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,49,Ogden Grisdale,257,49,"Von, Maggio and Hegmann",1991,1063,Best Song
227,Ricardo Trogi,469,Movie,The Guide to the Perfect Family,2021,TV-MA,102 min,"Comedies, Dramas, International Movies","A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",469,Cooper Gleadle,433,469,Orn LLC,1989,1491,Best Movie
229,Hirotsugu Kawasaki,62,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,2005,TV-PG,97 min,"Action & Adventure, Anime Features, International Movies","While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",62,Adelaida Borrows,557,62,Lind-Larson,2010,161,Best Actor
232,Pascal Atuma,499,Movie,Clash,2020,TV-MA,87 min,"Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.",499,Heddie Heistermann,1300,499,Hayes LLC,2001,611,Critical recognition
236,Partho Mitra,200,Movie,Koi Aap Sa,2006,TV-14,135 min,"Comedies, Dramas, International Movies","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",200,Mattie Eddy,1198,200,Boehm-Carroll,2003,52,Best Song
238,,387,TV Show,Mighty Express,2021,TV-Y,4 Seasons,Kids' TV,Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,387,Agathe Earey,1504,387,Batz Inc,1995,924,Best Screenplay
248,,454,TV Show,BEASTARS,2021,TV-MA,2 Seasons,"Anime Series, International TV Shows","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",454,Jazmin Siemianowicz,1776,454,DuBuque and Sons,2005,1382,Best Actress
249,,550,TV Show,Big Timber,2020,TV-14,1 Season,"International TV Shows, Reality TV",A no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on Vancouver Island.,550,Tades Lightbown,1461,550,Kertzmann-Armstrong,2009,498,Best Script
250,Just Philippot,300,Movie,The Swarm,2021,TV-14,102 min,"Horror Movies, Independent Movies, International Movies","A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.",300,Doretta Hansana,1024,300,Casper Inc,2010,304,Best Actor
253,Yeo Siew Hua,509,Movie,A Land Imagined,2019,TV-MA,95 min,"Dramas, International Movies",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,509,Heida Trevallion,1646,509,Kulas-Kemmer,1999,1053,Best Screenplay
256,"Rajveer Singh Maan, Harpeet Singh",529,Movie,Rehmataan,2012,TV-14,116 min,"Dramas, International Movies, Romantic Movies","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",529,Thomas Harborow,1398,529,Bradtke-Jacobs,2000,1395,Best Screenplay
260,,457,TV Show,Her Private Life,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",457,Ranee Broadist,1039,457,Reinger Group,2001,1160,Best Movie
261,Lynn Shelton,597,Movie,Sword of Trust,2019,R,89 min,"Comedies, Dramas, Independent Movies",An offbeat foursome takes a wild journey through the Southern belt of denial to sell a relic purporting to prove the South won the Civil War.,597,Jerome Akram,1745,597,Bode Inc,2007,1182,Best Script
269,Nick Castle,569,Movie,Dennis the Menace,1993,PG,96 min,"Children & Family Movies, Comedies","The bane of George's life is a little boy named Dennis. But when a cunning thief attempts to rob George, Dennis may be the only one who can stop him.",569,Candide Elliff,346,569,"Parker, Hodkiewicz and Lang",1986,1335,Critical recognition
280,Santram Varma,201,Movie,Krishna Cottage,2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,201,Maurene Dick,1947,201,"Reinger, Bode and Runolfsson",2005,87,Best Script
281,Malik Nejer,578,TV Show,Masameer County,2021,TV-MA,1 Season,"International TV Shows, TV Comedies","A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far.",578,Damara Leopold,1142,578,McCullough-Collins,1985,946,Best Song
283,"Matthew O'Callaghan, Todd Wilderman",168,Movie,Open Season 2,2008,PG,76 min,"Children & Family Movies, Comedies",Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,168,Letizia Overy,903,168,Schaden-Johnston,1977,1235,Best Album
291,Juan Carlos Medina,274,TV Show,Gone for Good,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel.",274,Shayla Coffee,1691,274,Sporer Inc,1975,795,Best Screenplay
294,Toshiyuki Tsuru,63,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,2006,TV-PG,95 min,"Action & Adventure, Anime Features, International Movies","Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",63,Dorris Karczinski,865,63,Stroman LLC,2006,1016,Best Screenplay
300,Yemi Amodu,104,Movie,Shadow Parties,2020,TV-MA,117 min,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,104,Stace Ander,1413,104,"Fay, Marvin and Rodriguez",1994,954,Best Movie
301,"Luis Alfaro, Javier Gómez Santander",111,TV Show,Money Heist: From Tokyo to Berlin,2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",111,Terra Deer,1926,111,"Kshlerin, Stokes and Hyatt",2012,1044,Best Script
313,Rajiv Menon,27,Movie,Minsara Kanavu,1997,TV-PG,147 min,"Comedies, International Movies, Music & Musicals",A tangled love triangle ensues when a man falls for a woman studying to become a nun — and she falls for the friend he enlists to help him pursue her.,27,Ivar Questier,1682,27,Johnston-Gusikowski,2006,962,Critical recognition
315,Saurabh Kabra,196,Movie,EMI: Liya Hai To Chukana Padega,2008,TV-14,128 min,"Comedies, Dramas, International Movies",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,196,Gardiner Anton,948,196,"Brekke, Prohaska and Gulgowski",1999,588,Best Movie
324,Joel Gallen,585,Movie,Not Another Teen Movie,2001,R,89 min,Comedies,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled artist into a prom queen in this outrageous parody.",585,Cordell Labbez,451,585,Dare Inc,1992,935,Best Album
330,,547,TV Show,You Are My Spring,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.,547,Trudie Douberday,522,547,Dach Inc,2002,419,Critical recognition
335,Kinka Usher,165,Movie,Mystery Men,1999,PG-13,121 min,"Action & Adventure, Comedies",A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,165,Garwood Adelman,469,165,Cremin-Rosenbaum,1984,91,Best Song
352,Mani Ratnam,258,Movie,O Kadhal Kanmani,2015,TV-14,133 min,"Dramas, International Movies, Romantic Movies","It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors.",258,Webster Lucock,1630,258,Wolf-Christiansen,2000,929,Best Actress
360,McG,567,Movie,Charlie's Angels,2000,PG-13,98 min,"Action & Adventure, Comedies",A tight-knit trio of specially trained agents wield weapons — and charm — as they track down stolen software in this reboot of the classic TV series.,567,Justinn Brosenius,855,567,Gleason-Ratke,2009,1081,Best Actor
364,Steven Spielberg,42,Movie,Jaws,1975,PG,124 min,"Action & Adventure, Classic Movies, Dramas","When an insatiable great white shark terrorizes Amity Island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",42,Jocelyn Strutton,1060,42,Crist-Schoen,1993,112,Best Script
